unique_number,id_no,name_en,short_description_en,date_inscribed,danger_list,longitude,latitude,area_hectares,category,states_name_en,name_en,iso_code,udnp_code,transboundary
1922,1433,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem","<p><span lang=""EN"">The inscribed property is situated 10&nbsp;km south of Jerusalem on the site identified by Christian tradition as the birthplace of Jesus since the 2</span><span lang=""EN-US"">nd </span><span lang=""EN"">century. A church was first completed there in <span>ad</span>&nbsp;339 and the edifice that replaced it after a fire in the 6</span><span lang=""EN-US"">th</span><span lang=""EN""> century retains elaborate floor mosaics from the original building. The site also includes Latin, Greek Orthodox, Franciscan and Armenian convents and churches, as well as bell towers, terraced gardens and a pilgrimage route.</span></p>",2012,,35.2075000000,31.7043527778,2.9800,Cultural,Palestine,Arab States,ps,pal,0
148,135,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,"<p>Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade.</p>",1980,Y 2012,-79.6558333300,9.5538888890,0.0000,Cultural,Panama,Latin America and the Caribbean,pa,pan,0
177,159,Darien National Park,"<p>Forming a bridge between the two continents of the New World, Darien National Park contains an exceptional variety of habitats &ndash; sandy beaches, rocky coasts, mangroves, swamps, and lowland and upland tropical forests containing remarkable wildlife. Two Indian tribes live in the park.</p>",1981,,-77.5472222200,7.7361111110,575000.0000,Natural,Panama,Latin America and the Caribbean,pa,pan,0
934,790,Archaeological Site of Panamá Viejo and Historic District of Panamá,"<p>Founded in 1519 by the conquistador Pedrar&iacute;as D&aacute;vila, Panam&aacute; Viejo is the oldest European settlement on the Pacific coast of the Americas. It was laid out on a rectilinear grid and marks the transference from Europe of the idea of a planned town. Abandoned in the mid-17th century, it was replaced by a &lsquo;new town&rsquo; (the &lsquo;Historic District&rsquo;), which has also preserved its original street plan, its architecture and an unusual mixture of Spanish, French and early American styles. The Sal&oacute;n Bol&iacute;var was the venue for the unsuccessful attempt made by <em>El Libertador</em> in 1826 to establish a multinational continental congress.</p>",1997,,-79.5405555600,8.9511111110,57.4000,Cultural,Panama,Latin America and the Caribbean,pa,pan,0
1319,1138,Coiba National Park and its Special Zone of Marine Protection,"<p>Coiba National Park, off the southwest coast of Panama, protects Coiba Island, 38 smaller islands and the surrounding marine areas within the Gulf of Chiriqui. Protected from the cold winds and effects of El Ni&ntilde;o, Coiba&rsquo;s Pacific tropical moist forest maintains exceptionally high levels of endemism of mammals, birds and plants due to the ongoing evolution of new species. It is also the last refuge for a number of threatened animals such as the crested eagle. The property is an outstanding natural laboratory for scientific research and provides a key ecological link to the Tropical Eastern Pacific for the transit and survival of pelagic fish and marine mammals.</p>",2005,,-81.7660000000,7.4330000000,270125.0000,Natural,Panama,Latin America and the Caribbean,pa,pan,0
1546,887,Kuk Early Agricultural Site,"<p>Kuk Early Agricultural Site consists of 116 ha of swamps in the western highlands of New Guinea 1,500 metres above sea-level. Archaeological excavation has revealed the landscape to be one of wetland reclamation worked almost continuously for 7,000, and possibly for 10,000 years. It contains well-preserved archaeological remains demonstrating the technological leap which transformed plant exploitation to agriculture around 6,500 years ago. It is an excellent example of transformation of agricultural practices over time, from cultivation mounds to draining the wetlands through the digging of ditches with wooden tools. Kuk is one of the few places in the world where archaeological evidence suggests independent agricultural development and changes in agricultural practice over such a long period of time.</p>",2008,,144.3317222222,-5.7837111111,116.0000,Cultural,Papua New Guinea,Asia and the Pacific,pg,png,0
768,648,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,"<p>In addition to their artistic interest, these missions are a reminder of the Jesuits' Christianization of the R&iacute;o de la Plata basin in the 17th and 18th centuries, with the accompanying social and economic initiatives.</p>",1993,,-55.7000000000,-27.1333300000,0.0000,Cultural,Paraguay,Latin America and the Caribbean,py,pry,0
304,273,City of Cuzco,"<p>Situated in the Peruvian Andes, Cuzco developed, under the Inca ruler Pachacutec, into a complex urban centre with distinct religious and administrative functions. It was surrounded by clearly delineated areas for agricultural, artisan and industrial production. When the Spaniards conquered it in the 16th century, they preserved the basic structure but built Baroque churches and palaces over the ruins of the Inca city.</p>",1983,,-71.9833300000,-13.5222200000,0.0000,Cultural,Peru,Latin America and the Caribbean,pe,per,0
305,274,Historic Sanctuary of Machu Picchu,"<p>Machu Picchu stands 2,430 m above sea-level, in the middle of a tropical mountain forest, in an extraordinarily beautiful setting. It was probably the most amazing urban creation of the Inca Empire at its height; its giant walls, terraces and ramps seem as if they have been cut naturally in the continuous rock escarpments. The natural setting, on the eastern slopes of the Andes, encompasses the upper Amazon basin with its rich diversity of flora and fauna.</p>",1983,,-72.5833333300,-13.1166666700,,Mixed,Peru,Latin America and the Caribbean,pe,per,0
375,330,Chavin (Archaeological Site),"<p>The archaeological site of Chavin gave its name to the culture that developed between 1500 and 300 B.C. in this high valley of the Peruvian Andes. This former place of worship is one of the earliest and best-known pre-Columbian sites. Its appearance is striking, with the complex of terraces and squares, surrounded by structures of dressed stone, and the mainly zoomorphic ornamentation.</p>",1985,,-77.1784535027,-9.5927725444,0.0000,Cultural,Peru,Latin America and the Caribbean,pe,per,0
1705,402,Manú National Park,"<p>This huge 1.5 million-ha park has successive tiers of vegetation rising from 150 to 4,200 m above sea-level. The tropical forest in the lower tiers is home to an unrivalled variety of animal and plant species. Some 850 species of birds have been identified and rare species such as the giant otter and the giant armadillo also find refuge there. Jaguars are often sighted in the park.</p>",1987,,-71.7500000000,-12.2500000000,1716295.2200,Natural,Peru,Latin America and the Caribbean,pe,per,0
583,500,Historic Centre of Lima,"<p>Although severely damaged by earthquakes, this 'City of the Kings' was, until the middle of the 18th century, the capital and most important city of the Spanish dominions in South America. Many of its buildings, such as the Convent of San Francisco (the largest of its type in this part of the world), are the result of collaboration between local craftspeople and others from the Old World.</p>",1988,,-77.0430600000,-12.0513900000,,Cultural,Peru,Latin America and the Caribbean,pe,per,0
644,548,Río Abiseo National Park,"<p>The park was created in 1983 to protect the fauna and flora of the rainforests that are characteristic of this region of the Andes. There is a high level of endemism among the fauna and flora found in the park. The yellow-tailed woolly monkey, previously thought extinct, is found only in this area. Research undertaken since 1985 has already uncovered 36 previously unknown archaeological sites at altitudes of between 2,500 and 4,000 m, which give a good picture of pre-Inca society.</p>",1990,,-77.2500000000,-7.7500000000,,Mixed,Peru,Latin America and the Caribbean,pe,per,0
828,700,Lines and Geoglyphs of Nasca and Pampas de Jumana,"<p>Located in the arid Peruvian coastal plain, some 400 km south of Lima, the geoglyphs of Nasca and the pampas of Jumana cover about 450 km<sup>2</sup> . These lines, which were scratched on the surface of the ground between 500 B.C. and A.D. 500, are among archaeology's greatest enigmas because of their quantity, nature, size and continuity. The geoglyphs depict living creatures, stylized plants and imaginary beings, as well as geometric figures several kilometres long. They are believed to have had ritual astronomical functions.</p>",1994,,-75.1486100000,-14.7258300000,0.0000,Cultural,Peru,Latin America and the Caribbean,pe,per,0
1186,1016,Historical Centre of the City of Arequipa,"<p>The historic centre of Arequipa, built in volcanic sillar rock, represents an integration of European and native building techniques and characteristics, expressed in the admirable work of colonial masters and Criollo and Indian masons. This combination of influences is illustrated by the city's robust walls, archways and vaults, courtyards and open spaces, and the intricate Baroque decoration of its facades.</p>",2000,,-71.5333333300,-16.4000000000,166.5200,Cultural,Peru,Latin America and the Caribbean,pe,per,0
1615,1269,Sacred City of Caral-Supe,"<p>The 5000-year-old 626-hectare archaeological site of The Sacred City of Caral-Supe is situated on a dry desert terrace overlooking the green valley of the Supe river. It dates back to the Late Archaic Period of the Central Andes and is the oldest centre of civilization in the Americas. Exceptionally well-preserved, the site is impressive in terms of its design and the complexity of its architectural, especially its monumental stone and earthen platform mounts and sunken circular courts. One of 18 urban settlements situated in the same area, Caral features complex and monumental architecture, including six large pyramidal structures. A quipu (the knot system used in Andean civilizations to record information) found on the site testifies to the development and complexity of Caral society. The city&rsquo;s plan and some of its components, including pyramidal structures and residence of the elite, show clear evidence of ceremonial functions, signifying a powerful religious ideology.</p>",2009,,-77.5213888889,-10.8916666667,626.3600,Cultural,Peru,Latin America and the Caribbean,pe,per,0
586,502,Historic Town of Vigan,"<p>Established in the 16th century, Vigan is the best-preserved example of a planned Spanish colonial town in Asia. Its architecture reflects the coming together of cultural elements from elsewhere in the Philippines, from China and from Europe, resulting in a culture and townscape that have no parallel anywhere in East and South-East Asia.</p>",1999,,120.3875000000,17.5750000000,0.0000,Cultural,Philippines,Asia and the Pacific,ph,phl,0
773,652,Puerto-Princesa Subterranean River National Park,"<p>This park features a spectacular limestone karst landscape with an underground river. One of the river's distinguishing features is that it emerges directly into the sea, and its lower portion is subject to tidal influences. The area also represents a significant habitat for biodiversity conservation. The site contains a full 'mountain-to-sea' ecosystem and has some of the most important forests in Asia.</p>",1999,,118.9166667000,10.1666666700,5753.0000,Natural,Philippines,Asia and the Pacific,ph,phl,0
801,677,Baroque Churches of the Philippines,"<p>These four churches, the first of which was built by the Spanish in the late 16th century, are located in Manila, Santa Maria, Paoay and Miag-ao. Their unique architectural style is a reinterpretation of European Baroque by Chinese and Philippine craftsmen.</p>",1993,,120.9700000000,14.5900000000,0.0000,Cultural,Philippines,Asia and the Pacific,ph,phl,0
1739,29,Historic Centre of Kraków,"<p>The historic centre of Cracow, the former capital of Poland, is situated at the foot of the Royal Wawel Castle. The 13th-century merchants' town has Europe's largest market square and numerous historical houses, palaces and churches with their magnificent interiors. Further evidence of the town's fascinating history is provided by the remnants of the 14th-century fortifications and the medieval site of Kazimierz with its ancient synagogues in the southern part of town, Jagellonian University and the Gothic cathedral where the kings of Poland were buried.</p>",1978,,19.9597200000,50.0666700000,149.6500,Cultural,Poland,Europe and North America,pl,pol,0
33,30,Historic Centre of Warsaw,"<p>During the Warsaw Uprising in August 1944, more than 85% of Warsaw's historic centre was destroyed by Nazi troops. After the war, a five-year reconstruction campaign by its citizens resulted in today's meticulous restoration of the Old Town, with its churches, palaces and market-place. It is an outstanding example of a near-total reconstruction of a span of history covering the 13th to the 20th century.</p>",1980,,21.0116700000,52.2663900000,25.9300,Cultural,Poland,Europe and North America,pl,pol,0
34,31,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,"<p>The fortified walls, barbed wire, platforms, barracks, gallows, gas chambers and cremation ovens show the conditions within which the Nazi genocide took place in the former concentration and extermination camp of Auschwitz-Birkenau, the largest in the Third Reich. According to historical investigations, 1.5 million people, among them a great number of Jews, were systematically starved, tortured and murdered in this camp, the symbol of humanity's cruelty to its fellow human beings in the 20th century.</p>",1979,,19.1750000000,50.0388888889,191.9700,Cultural,Poland,Europe and North America,pl,pol,0
1854,32,Wieliczka and Bochnia Royal Salt Mines,"<p>Bochnia Royal Salt Mines (Poland) is an extension to the&nbsp;<a href=""http://whc.unesco.org/en/list/32"" target=""_blank"">Polish Wieliczka Salt Mine</a>, inscribed on the World Heritage List in 1978, which is now to be known as the Wieliczka and Bochnia Royal Salt Mines. The Wieliczka Saltworks Castle used for the management of the property was also added to the site. The rock salt deposit in Wieliczka-Bochnia has been mined since the 13th century and is the oldest of its type in Europe. Spread over several levels, it has 300 km of galleries with underground chapels, storerooms and more. It includes altars and statues sculpted in the salt, making a fascinating pilgrimage into the past of a major industrial undertaking that developed over 700 years.</p>",1978,,20.0638888889,49.9791666667,1104.9470,Cultural,Poland,Europe and North America,pl,pol,0
666,564,Old City of Zamość,"<p>Zamosc was founded in the 16th century by the chancellor Jan Zamoysky on the trade route linking western and northern Europe with the Black Sea. Modelled on Italian theories of the 'ideal city' and built by the architect Bernando Morando, a native of Padua, Zamosc is a perfect example of a late-16th-century Renaissance town. It has retained its original layout and fortifications and a large number of buildings that combine Italian and central European architectural traditions.</p>",1992,,23.2666700000,50.7166700000,75.0391,Cultural,Poland,Europe and North America,pl,pol,0
984,835,Medieval Town of Toruń,"<p>Torun owes its origins to the Teutonic Order, which built a castle there in the mid-13th century as a base for the conquest and evangelization of Prussia. It soon developed a commercial role as part of the Hanseatic League. In the Old and New Town, the many imposing public and private buildings from the 14th and 15th centuries (among them the house of Copernicus) are striking evidence of Torun's importance.</p>",1997,,18.6194400000,53.0100000000,48.0000,Cultural,Poland,Europe and North America,pl,pol,0
998,847,Castle of the Teutonic Order in Malbork,"<p>This 13th-century fortified monastery belonging to the Teutonic Order was substantially enlarged and embellished after 1309, when the seat of the Grand Master moved here from Venice. A particularly fine example of a medieval brick castle, it later fell into decay, but was meticulously restored in the 19th and early 20th centuries. Many of the conservation techniques now accepted as standard were evolved here. Following severe damage in the Second World War it was once again restored, using the detailed documentation prepared by earlier conservators.</p>",1997,,19.0333333300,54.0416666700,18.0380,Cultural,Poland,Europe and North America,pl,pol,0
1058,905,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,<p>Kalwaria Zebrzydowska is a breathtaking cultural landscape of great spiritual significance. Its natural setting &ndash; in which a series of symbolic places of worship relating to the Passion of Jesus Christ and the life of the Virgin Mary was laid out at the beginning of the 17th century &ndash; has remained virtually unchanged. It is still today a place of pilgrimage.</p>,1999,,19.6666666700,49.8666666700,380.0000,Cultural,Poland,Europe and North America,pl,pol,0
1489,1053,Wooden Churches of Southern Małopolska,"<p>The wooden churches of southern Little Poland represent outstanding examples of the different aspects of medieval church-building traditions in Roman Catholic culture. Built using the horizontal log technique, common in eastern and northern Europe since the Middle Ages, these churches were sponsored by noble families and became status symbols. They offered an alternative to the stone structures erected in urban centres.</p>",2003,,21.2333333300,49.7500000000,15.2400,Cultural,Poland,Europe and North America,pl,pol,0
1228,1054,Churches of Peace in Jawor and Świdnica,"<p>The Churches of Peace in Jawor and <span style=""font-size: 8pt; font-family: Arial; mso-fareast-font-family: SimSun; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA;"">Ś</span> widnica, the largest timber-framed religious buildings in Europe, were built in the former Silesia in the mid-17th century, amid the religious strife that followed the Peace of Westphalia. Constrained by the physical and political conditions, the Churches of Peace bear testimony to the quest for religious freedom and are a rare expression of Lutheran ideology in an idiom generally associated with the Catholic Church.</p>",2001,,16.1959444400,51.0542777800,0.2300,Cultural,Poland,Europe and North America,pl,pol,0
1343,1165,Centennial Hall in Wrocław,"<p>The Centennial Hall, a landmark in the history of reinforced concrete architecture, was erected in 1911-1913 by the architect Max Berg as a multi-purpose recreational building, situated in the Exhibition Grounds. In form it is a symmetrical quatrefoil with a vast circular central space that can seat some 6,000 persons. The 23m-high dome is topped with a lantern in steel and glass. The Centennial Hall is a pioneering work of modern engineering and architecture, which exhibits an important interchange of influences in the early 20th century, becoming a key reference in the later development of reinforced concrete structures.</p>",2006,,17.0770138888,51.1069472222,36.6900,Cultural,Poland,Europe and North America,pl,pol,0
227,206,Central Zone of the Town of Angra do Heroismo in the Azores,"<p>Situated on one of the islands in the Azores archipelago, this was an obligatory port of call from the 15th century until the advent of the steamship in the 19th century. The 400-year-old San Sebasti&atilde;o and San Jo&atilde;o Baptista fortifications are unique examples of military architecture. Damaged by an earthquake in 1980, Angra is now being restored.</p>",1983,,-27.2200000000,38.6550000000,0.0000,Cultural,Portugal,Europe and North America,pt,prt,0
1630,263,Monastery of the Hieronymites and Tower of Belém in Lisbon,"<p>Standing at the entrance to Lisbon harbour, the Monastery of the Hieronymites &ndash; construction of which began in 1502 &ndash; exemplifies Portuguese art at its best. The nearby Tower of Bel&eacute;m, built to commemorate Vasco da Gama's expedition, is a reminder of the great maritime discoveries that laid the foundations of the modern world.</p>",1983,,-9.2158300000,38.6919400000,2.6600,Cultural,Portugal,Europe and North America,pt,prt,0
294,264,Monastery of Batalha,"<p>The Monastery of the Dominicans of Batalha was built to commemorate the victory of the Portuguese over the Castilians at the battle of Aljubarrota in 1385. It was to be the Portuguese monarchy's main building project for the next two centuries. Here a highly original, national Gothic style evolved, profoundly influenced by Manueline art, as demonstrated by its masterpiece, the Royal Cloister.</p>",1983,,-8.8269400000,39.6577800000,0.9800,Cultural,Portugal,Europe and North America,pt,prt,0
295,265,Convent of Christ in Tomar,"<p>Originally designed as a monument symbolizing the Reconquest, the Convent of the Knights Templar of Tomar (transferred in 1344 to the Knights of the Order of Christ) came to symbolize just the opposite during the Manueline period &ndash; the opening up of Portugal to other civilizations.</p>",1983,,-8.4175000000,39.6047200000,0.0000,Cultural,Portugal,Europe and North America,pt,prt,0
414,361,Historic Centre of Évora,"<p>This museum-city, whose roots go back to Roman times, reached its golden age in the 15th century, when it became the residence of the Portuguese kings. Its unique quality stems from the whitewashed houses decorated with <em>azulejos</em> and wrought-iron balconies dating from the 16th to the 18th century. Its monuments had a profound influence on Portuguese architecture in Brazil.</p>",1986,,-7.9077800000,38.5730600000,0.0000,Cultural,Portugal,Europe and North America,pt,prt,0
589,505,Monastery of Alcobaça,"<p>The Monastery of Santa Maria d'Alcoba&ccedil;a, north of Lisbon, was founded in the 12th century by King Alfonso I. Its size, the purity of its architectural style, the beauty of the materials and the care with which it was built make this a masterpiece of Cistercian Gothic art.</p>",1989,,-8.9766700000,39.5500000000,0.0000,Cultural,Portugal,Europe and North America,pt,prt,0
854,723,Cultural Landscape of Sintra,"<p>In the 19th century Sintra became the first centre of European Romantic architecture. Ferdinand II turned a ruined monastery into a castle where this new sensitivity was displayed in the use of Gothic, Egyptian, Moorish and Renaissance elements and in the creation of a park blending local and exotic species of trees. Other fine dwellings, built along the same lines in the surrounding <em>serra</em> , created a unique combination of parks and gardens which influenced the development of landscape architecture throughout Europe.</p>",1995,,-9.4166700000,38.7833300000,946.0000,Cultural,Portugal,Europe and North America,pt,prt,0
890,755,Historic Centre of Oporto,"<p>The city of Oporto, built along the hillsides overlooking the mouth of the Douro river, is an outstanding urban landscape with a 2,000-year history. Its continuous growth, linked to the sea (the Romans gave it the name Portus, or port), can be seen in the many and varied monuments, from the cathedral with its Romanesque choir, to the neoclassical Stock Exchange and the typically Portuguese Manueline-style Church of Santa Clara.</p>",1996,,-8.6166666670,41.1416666700,0.0000,Cultural,Portugal,Europe and North America,pt,prt,0
1090,934,Laurisilva of Madeira,"<p>The Laurisilva of Madeira is an outstanding relict of a previously widespread laurel forest type. It is the largest surviving area of laurel forest and is believed to be 90% primary forest. It contains a unique suite of plants and animals, including many endemic species such as the Madeiran long-toed pigeon.</p>",1999,,-17.0000000000,32.7666666700,15000.0000,Natural,Portugal,Europe and North America,pt,prt,0
1204,1031,Historic Centre of Guimarães,"<p>The historic town of Guimar&atilde;es is associated with the emergence of the Portuguese national identity in the 12th century. An exceptionally well-preserved and authentic example of the evolution of a medieval settlement into a modern town, its rich building typology exemplifies the specific development of Portuguese architecture from the 15th to 19th century through the consistent use of traditional building materials and techniques.</p>",2001,,-8.2948200000,41.4408300000,16.0000,Cultural,Portugal,Europe and North America,pt,prt,0
1220,1046,Alto Douro Wine Region,"<p>Wine has been produced by traditional landholders in the Alto Douro region for some 2,000 years. Since the 18th century, its main product, port wine, has been world famous for its quality. This long tradition of viticulture has produced a cultural landscape of outstanding beauty that reflects its technological, social and economic evolution.</p>",2001,,-7.7988888890,41.1016666700,24600.0000,Cultural,Portugal,Europe and North America,pt,prt,0
1297,1117,Landscape of the Pico Island Vineyard Culture,"<p>The 987-ha site on the volcanic island of Pico, the second largest in the Azores archipelago, consists of a remarkable pattern of spaced-out, long linear walls running inland from, and parallel to, the rocky shore. The walls were built to protect the thousands of small, contiguous, rectangular plots (currais) from wind and seawater. Evidence of this viniculture, whose origins date back to the 15th century, is manifest in the extraordinary assembly of the fields, in houses and early 19th-century manor houses, in wine-cellars, churches and ports. The extraordinarily beautiful man-made landscape of the site is the best remaining area of a once much more widespread practice.</p>",2004,,-28.5411666700,38.5134444400,987.0000,Cultural,Portugal,Europe and North America,pt,prt,0
1812,1367,Garrison Border Town of Elvas and its Fortifications,"<p>The site, extensively fortified from the 17<sup>th</sup> to 19<sup>th</sup> centuries, represents the largest bulwarked dry-ditch system in the world. Within its walls, the town contains barracks and other military buildings as well as churches and monasteries. While Elvas contains remains dating back to the 10th century ad, its fortification began when Portugal regained independence in 1640. The fortifications designed by Dutch Jesuit padre Cosmander represent the best surviving example of the Dutch school of fortifications anywhere. The site also contains the Amoreira aqueduct, built to enable the stronghold to withstand lengthy sieges.</p>",2012,,-7.1633222222,38.8806194444,179.3559,Cultural,Portugal,Europe and North America,pt,prt,0
1899,1387,University of Coimbra – Alta and Sofia,"<p>Situated on a hill overlooking the city, the University of Coimbra with its colleges grew and evolved over more than seven centuries within the old town. Notable university buildings include the 12<span>th</span>&nbsp;century Cathedral of Santa Cruz and a number of 16<span>th</span>&nbsp;century colleges,&nbsp; the Royal Palace of Alc&aacute;&ccedil;ova, which has housed the University since 1537, the Joanine Library with its rich baroque decor, the 18<span>th</span>&nbsp;century Botanical Garden and University Press, as well as the large &ldquo;University City&rdquo; created during the 1940s. The University&rsquo;s edifices became a reference in the development of other institutions of higher education in the Portuguese-speaking world where it also exerted a major influence on learning and literature. Coimbra offers an outstanding example of an integrated university city with a specific urban typology as well as its own ceremonial and cultural traditions that have been kept alive through the ages.</p>",2013,,-8.4257750000,40.2078111111,35.5000,Cultural,Portugal,Europe and North America,pt,prt,0
1948,1402,Al Zubarah Archaeological Site,"<p>The walled coastal town of Al Zubarah in the Gulf flourished as a pearling and trading centre in the late 18<span>th</span>&nbsp;century and early 19<span>th</span>centuries, before it was destroyed in 1811 and abandoned in the early 1900s. Founded by merchants from Kuwait, Al Zubarah had trading links across the Indian Ocean, Arabia and Western Asia. A layer of sand blown from the desert has protected the remains of the site&rsquo;s palaces, mosques, streets, courtyard houses, and fishermen&rsquo;s huts; its harbour and double defensive walls, a canal, walls, and cemeteries. Excavation has only taken place over a small part of the site, which offers an outstanding testimony to an urban trading and pearl-diving tradition which sustained the region&rsquo;s major coastal towns and led to the development of small independent states that flourished outside the control of the Ottoman, European, and Persian empires and eventually led to the emergence of modern day Gulf&nbsp; States.</p>",2013,,51.0297222222,25.9780555556,415.6600,Cultural,Qatar,Arab States,qa,qat,0
695,588,Danube Delta,"<p>The waters of the Danube, which flow into the Black Sea, form the largest and best preserved of Europe's deltas. The Danube delta hosts over 300 species of birds as well as 45 freshwater fish species in its numerous lakes and marshes.</p>",1991,,29.5000000000,45.0833300000,312440.0000,Natural,Romania,Europe and North America,ro,rou,0
705,596,Villages with Fortified Churches in Transylvania,"<p>These Transylvanian villages with their fortified churches provide a vivid picture of the cultural landscape of southern Transylvania. The seven villages inscribed, founded by the Transylvanian Saxons, are characterized by a specific land-use system, settlement pattern and organization of the family farmstead that have been preserved since the late Middle Ages. They are dominated by their fortified churches, which illustrate building styles from the 13th to the 16th century.</p>",1993,,24.7730555600,46.1358333300,553.0000,Cultural,Romania,Europe and North America,ro,rou,0
706,597,Monastery of Horezu,"<p>Founded in 1690 by Prince Constantine Brancovan, the monastery of Horezu, in Walachia, is a masterpiece of the 'Brancovan' style. It is known for its architectural purity and balance, the richness of its sculptural detail, the treatment of its religious compositions, its votive portraits and its painted decorative works. The school of mural and icon painting established at the monastery in the 18th century was famous throughout the Balkan region.</p>",1993,,24.0166666700,45.1833333300,22.4800,Cultural,Romania,Europe and North America,ro,rou,0
1728,598,Churches of Moldavia,"<p>These eight churches of northern Moldavia, built from the late 15th century to the late 16th century, their external walls covered in fresco paintings, are masterpieces inspired by Byzantine art. They are authentic and particularly well preserved. Far from being mere wall decorations, the paintings form a systematic covering on all the facades and represent complete cycles of religious themes.Their exceptional composition, the elegance of the characters, and the harmony of the colors blend perfectly with the surrounding countryside. The interior and exterior walls of the Church of the Suceviţa Monastery are entirely decorated with mural paintings of the 16th century, and this church is the only one to show a representation of the ladder of St John Climacus.</p>",1993,,25.7127777778,47.7783333333,,Cultural,Romania,Europe and North America,ro,rou,0
1055,902,Historic Centre of Sighişoara,"<p>Founded by German craftsmen and merchants known as the Saxons of Transylvania, Sighişoara is a fine example of a small, fortified medieval town which played an important strategic and commercial role on the fringes of central Europe for several centuries.</p>",1999,,24.7922222200,46.2177777800,33.0000,Cultural,Romania,Europe and North America,ro,rou,0
1057,904,Wooden Churches of Maramureş,"<p>These eight churches are outstanding examples of a range of architectural solutions from different periods and areas. They show the variety of designs and craftsmanship adopted in these narrow, high, timber constructions with their characteristic tall, slim clock towers at the western end of the building, either single- or double-roofed and covered by shingles. As such, they are a particular vernacular expression of the cultural landscape of this mountainous area of northern Romania.</p>",1999,,24.0558333300,47.8208333300,0.0000,Cultural,Romania,Europe and North America,ro,rou,0
1059,906,Dacian Fortresses of the Orastie Mountains,"<p>Built in the 1st centuries B.C. and A.D. under Dacian rule, these fortresses show an unusual fusion of military and religious architectural techniques and concepts from the classical world and the late European Iron Age. The six defensive works, the nucleus of the Dacian Kingdom, were conquered by the Romans at the beginning of the 2nd century A.D.; their extensive and well-preserved remains stand in spectacular natural surroundings and give a dramatic picture of a vigorous and innovative civilization.</p>",1999,,23.3119444400,45.6230555600,0.0000,Cultural,Romania,Europe and North America,ro,rou,0
635,540,Historic Centre of Saint Petersburg and Related Groups of Monuments,"<p>The 'Venice of the North', with its numerous canals and more than 400 bridges, is the result of a vast urban project begun in 1703 under Peter the Great. Later known as Leningrad (in the former USSR), the city is closely associated with the October Revolution. Its architectural heritage reconciles the very different Baroque and pure neoclassical styles, as can be seen in the Admiralty, the Winter Palace, the Marble Palace and the Hermitage.</p>",1990,,30.3183300000,59.9500000000,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
639,544,Kizhi Pogost,"<p>The <em>pogost</em> of Kizhi (i.e. the Kizhi enclosure) is located on one of the many islands in Lake Onega, in Karelia. Two 18th-century wooden churches, and an octagonal clock tower, also in wood and built in 1862, can be seen there. These unusual constructions, in which carpenters created a bold visionary architecture, perpetuate an ancient model of parish space and are in harmony with the surrounding landscape.</p>",1990,,35.2275000000,62.0713888900,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
640,545,"Kremlin and Red Square, Moscow","<p>Inextricably linked to all the most important historical and political events in Russia since the 13th century, the Kremlin (built between the 14th and 17th centuries by outstanding Russian and foreign architects) was the residence of the Great Prince and also a religious centre. At the foot of its ramparts, on Red Square, St Basil's Basilica is one of the most beautiful Russian Orthodox monuments.</p>",1990,,37.6297200000,55.7458300000,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
716,604,Historic Monuments of Novgorod and Surroundings,"<p>Situated on the ancient trade route between Central Asia and northern Europe, Novgorod was Russia's first capital in the 9th century. Surrounded by churches and monasteries, it was a centre for Orthodox spirituality as well as Russian architecture. Its medieval monuments and the 14th-century frescoes of Theophanes the Greek (Andrei Rublev's teacher) illustrate the development of its remarkable architecture and cultural creativity.</p>",1992,,31.2833300000,58.5333300000,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
750,632,Cultural and Historic Ensemble of the Solovetsky Islands,"<p>The Solovetsky archipelago comprises six islands in the western part of the White Sea, covering 300  km<sup>2</sup> . They have been inhabited since the 5th century B.C. and important traces of a human presence from as far back as the 5th millennium B.C. can be found there. The archipelago has been the site of fervent monastic activity since the 15th century, and there are several churches dating from the 16th to the 19th century.</p>",1992,,35.6666666700,65.0833333300,28834.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
752,633,White Monuments of Vladimir and Suzdal,"<p>These two artistic centres in central Russia hold an important place in the country's architectural history. There are a number of magnificent 12th- and 13th-century public and religious buildings, above all the masterpieces of the Collegiate Church of St Demetrios and the Cathedral of the Assumption of the Virgin.</p>",1992,,40.4166666700,56.1500000000,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
